first_name,second_name,assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,form,goals_conceded,goals_scored,ict_index,idx,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,red_cards,saves,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,points_per_game
Youri,Tielemans,0,2,,,166989,0,0,-1,1,105.0,0,3,1.8,1.3,0,1.8,9,0,19.7,259,False,57.6,265,,,64,0,0,0,166989.jpg,0,0,1.5,False,,a,10,13,34.0,9,35137,2652,121726,4354,0.3,1.4,Tielemans,0,2.2
Ayoze,Pérez,1,0,,,168580,0,0,-1,1,38.7,0,3,1.4,0.9,0,1.4,1,0,6.6,260,False,9.0,99,,,49,0,0,0,168580.jpg,0,0,0.1,False,,a,10,13,18.0,7,5595,305,8554,450,0.3,1.4,Pérez,0,3.5
James,Maddison,1,1,75,75,172780,0,0,-1,1,95.5,0,3,2.8,2.5,0,3.8,8,2,31.1,261,False,101.4,270,Muscle injury - 75% chance of playing,2022-08-25T13:00:06.073033Z,79,0,0,0,172780.jpg,0,0,2.9,False,,d,10,13,114.0,19,249390,2162,460786,26185,0.5,2.4,Maddison,1,6.3
Kelechi,Iheanacho,1,0,,,173515,-1,1,-3,3,42.8,0,4,1.2,0.7,0,1.2,3,0,8.6,262,False,19.2,69,,,62,0,0,0,173515.jpg,0,0,0.6,False,,a,10,13,25.0,6,18617,771,65576,3395,0.2,1.0,Iheanacho,0,2.0
Hamza,Choudhury,0,0,0,0,197469,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,263,False,0.0,0,Season-long loan to Watford,2022-08-11T08:48:05.659015Z,45,0,0,0,197469.jpg,0,0,0.1,False,,u,10,13,0.0,0,1196,0,12106,388,0.0,0.0,Choudhury,0,0.0
Harvey,Barnes,0,0,100,100,201666,0,0,-1,1,6.8,0,3,1.8,1.3,0,1.8,3,1,12.4,264,False,37.6,165,,2022-08-05T13:30:06.644219Z,69,0,0,0,201666.jpg,0,0,1.1,False,,a,10,13,80.0,9,18944,3645,119721,1769,0.3,1.3,Barnes,0,4.5
Wilfred,Ndidi,0,0,,,203341,0,0,-1,1,10.4,0,3,1.4,0.9,0,1.4,8,0,5.7,265,False,42.6,271,,,49,0,0,0,203341.jpg,0,0,0.3,False,,a,10,13,4.0,7,15208,719,24221,1301,0.3,1.4,Ndidi,0,1.8
Kiernan,Dewsbury-Hall,0,3,,,215413,0,0,0,0,54.0,0,3,3.0,2.5,0,3.0,9,1,14.6,266,False,71.4,342,,,50,0,0,0,215413.jpg,0,0,1.7,False,,a,10,13,20.0,15,220468,2211,172369,7991,0.6,3.0,Dewsbury-Hall,1,3.8
Çaglar,Söyüncü,0,0,,,218031,0,0,-2,2,0.0,0,2,0.0,-0.5,0,0.0,0,0,0.0,267,False,0.0,0,,,43,0,0,0,218031.jpg,0,0,0.3,False,,a,10,13,0.0,0,5654,600,29726,1066,0.0,0.0,Söyüncü,0,0.0
James,Justin,1,0,,,220627,0,0,-1,1,53.1,0,2,1.2,0.7,0,1.2,10,0,13.3,268,False,66.4,360,,,44,0,0,0,220627.jpg,0,0,0.9,False,,a,10,13,14.0,6,18020,689,65538,2962,0.3,1.4,Justin,0,1.5
Boubakary,Soumaré,0,0,,,225902,0,0,-1,1,2.4,0,3,0.2,-0.3,0,0.2,1,0,0.7,269,False,5.0,54,,,44,0,0,0,225902.jpg,0,0,0.6,False,,a,10,13,0.0,1,34793,2299,28247,2404,0.0,0.2,Soumaré,0,1.0
Luke,Thomas,0,0,,,244619,-1,1,-2,2,0.0,0,2,0.0,-0.5,0,0.0,0,0,0.0,270,False,0.0,0,,,43,0,0,0,244619.jpg,0,0,0.1,False,,a,10,13,0.0,0,764,77,4394,181,0.0,0.0,Thomas,0,0.0
Patson,Daka,0,0,,,245419,0,0,-2,2,3.7,0,4,0.4,-0.1,0,0.4,4,0,3.3,271,False,10.2,69,,,58,0,0,0,245419.jpg,0,0,0.8,False,,a,10,13,20.0,2,22679,1052,92500,4846,0.1,0.3,Daka,1,0.7
Lewis,Brunt,0,0,,,232620,0,0,0,0,0.0,0,2,0.0,-0.5,0,0.0,0,0,0.0,273,False,0.0,0,,,40,0,0,0,232620.jpg,0,0,0.3,False,,a,10,13,0.0,0,6338,397,11661,714,0.0,0.0,Brunt,0,0.0
Daniel,Iversen,0,0,,,207270,0,0,-1,1,0.0,0,1,0.0,-0.5,0,0.0,0,0,0.0,548,False,0.0,0,,,39,0,0,0,207270.jpg,0,0,2.6,False,,a,10,13,0.0,0,114414,21242,143229,5787,0.0,0.0,Iversen,0,0.0
Dennis,Praet,0,0,,,106837,0,0,-1,1,1.6,0,3,0.2,-0.3,0,0.2,2,0,0.9,549,False,7.6,81,,,49,0,0,0,106837.jpg,0,0,0.0,False,,a,10,13,0.0,1,418,46,1134,63,0.0,0.2,Praet,1,0.5
Alex,Smithies,0,0,,,45220,0,0,0,0,0.0,0,1,0.0,-0.5,0,0.0,0,0,0.0,581,False,0.0,0,,,40,0,0,0,45220.jpg,0,0,0.0,False,,a,10,13,0.0,0,3138,187,1575,131,0.0,0.0,Smithies,0,0.0
Liam,Cooper,0,0,75,75,55914,0,0,0,0,0.0,0,2,-0.4,-0.4,0,0.0,0,0,0.0,221,False,0.0,0,Calf injury - 75% chance of playing,2022-08-27T20:00:06.571665Z,45,0,0,0,55914.jpg,0,0,0.0,False,,d,11,2,0.0,0,509,23,3905,162,0.0,0.0,Cooper,0,0.0
Luke,Ayling,0,0,0,0,66588,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,222,False,0.0,0,Knee injury - Expected back 12 Sep,2022-07-05T15:30:04.180211Z,45,0,0,0,66588.jpg,0,0,0.0,False,,i,11,2,0.0,0,470,34,1203,54,0.0,0.0,Ayling,0,0.0
Mateusz,Klich,0,0,,,72222,-1,1,-2,2,61.0,0,3,0.5,0.5,1,1.0,1,0,10.2,223,False,25.8,95,,,48,0,0,0,72222.jpg,0,0,0.1,False,,a,11,2,16.0,5,2409,248,6776,333,0.2,1.0,Klich,0,1.0
Adam,Forshaw,0,0,100,100,80179,0,0,0,0,15.0,0,3,0.1,0.1,0,0.6,0,0,2.0,224,False,4.8,47,,2022-08-01T17:30:04.808860Z,45,0,0,0,80179.jpg,0,0,0.1,False,,a,11,2,0.0,3,2937,145,3646,305,0.1,0.7,Forshaw,0,1.0
Rodrigo,Moreno,1,5,50,,80954,0,0,5,-5,48.4,2,3,3.5,7.1,1,7.6,5,4,47.5,225,True,163.6,357,Shoulder injury - 50% chance of playing,2022-08-30T22:30:06.483051Z,65,0,0,0,80954.jpg,0,0,27.0,False,,d,11,2,267.0,38,3061319,33501,818589,530308,1.2,5.8,Rodrigo,0,7.6
Stuart,Dallas,0,0,0,0,87873,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,226,False,0.0,0,Leg injury - Expected back 05 Nov,2022-07-05T15:30:04.195729Z,50,0,0,0,87873.jpg,0,0,0.0,False,,i,11,2,0.0,0,500,66,1116,92,0.0,0.0,Dallas,0,0.0
Patrick,Bamford,1,0,100,75,106617,0,0,-2,2,3.2,0,4,0.9,0.7,1,1.4,1,0,8.4,227,False,6.4,124,,2022-08-14T00:00:05.863419Z,73,0,0,0,106617.jpg,0,0,0.5,False,,a,11,2,79.0,7,26348,1584,118656,2023,0.2,1.0,Bamford,0,2.3
Diego,Llorente,0,2,,,149915,0,0,0,0,3.4,0,2,2.3,2.3,1,2.8,5,0,9.6,228,False,70.0,450,,,45,0,0,0,149915.jpg,0,0,0.5,False,,a,11,2,22.0,14,22413,1378,14978,1659,0.6,3.1,Llorente,1,2.8
Tyler,Roberts,0,0,0,0,173821,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,229,False,0.0,0,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,0,0,0,173821.jpg,0,0,0.0,False,,u,11,2,0.0,0,0,0,27,0,0.0,0.0,Roberts,0,0.0
Robin,Koch,0,0,,,193645,0,0,0,0,7.1,0,2,2.1,2.1,2,2.6,5,0,13.3,230,False,101.4,450,,,45,0,0,0,193645.jpg,0,0,0.2,False,,a,11,2,24.0,13,6401,517,5462,453,0.6,2.9,Koch,0,2.6
Daniel,James,0,0,100,100,200617,0,0,0,0,17.3,0,3,0.7,0.7,1,1.2,2,0,6.5,231,False,17.4,197,,2022-07-05T15:30:04.208215Z,60,0,0,0,200617.jpg,0,0,0.1,False,,a,11,2,30.0,6,6967,954,5442,773,0.2,1.0,James,0,1.5
Raphael,Dias Belloli,0,0,0,0,219961,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,232,False,0.0,0,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,0,0,0,219961.jpg,0,0,0.1,False,,u,11,2,0.0,0,0,0,10556,146,0.0,0.0,Raphinha,0,0.0
Jack,Harrison,3,5,,,221399,0,0,1,-1,196.1,1,3,5.1,5.1,2,5.6,5,1,46.6,233,False,152.2,418,,,61,0,0,0,221399.jpg,0,0,4.9,False,,a,11,2,118.0,28,480258,68605,158507,22604,0.9,4.6,Harrison,2,5.6
Jamie,Shackleton,0,0,0,0,221610,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,234,False,0.0,0,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,0,0,0,221610.jpg,0,0,0.0,False,,u,11,2,0.0,0,0,0,309,11,0.0,0.0,Shackleton,0,0.0
Pascal,Struijk,1,4,,,222694,0,0,0,0,59.9,0,2,3.3,3.3,4,3.8,5,0,22.2,235,False,122.6,450,,,45,0,0,0,222694.jpg,0,0,0.6,False,,a,11,2,39.0,19,52034,8321,15498,2158,0.8,4.2,Struijk,1,3.8
Kristoffer,Klaesson,0,0,,,223081,0,0,0,0,0.0,0,1,-0.5,-0.5,0,0.0,0,0,0.0,236,False,0.0,0,,,40,0,0,0,223081.jpg,0,0,0.4,False,,a,11,2,0.0,0,3664,192,9324,596,0.0,0.0,Klaesson,0,0.0
Sam,Greenwood,0,0,,,248937,-1,1,-1,1,0.5,0,4,-0.1,-0.1,0,0.4,0,0,2.6,237,False,4.4,24,,,44,0,0,0,248937.jpg,0,0,16.6,False,,a,11,2,21.0,2,327875,14421,808374,98177,0.1,0.5,Greenwood,0,1.0
Illan,Meslier,0,0,,,437495,0,0,0,0,0.0,0,1,2.7,2.7,2,3.2,5,0,11.2,238,False,111.0,450,,,45,0,0,0,437495.jpg,0,14,2.5,False,,a,11,2,0.0,16,76614,4734,77231,6060,0.7,3.6,Meslier,0,3.2
Junior,Firpo Adames,0,0,0,0,443967,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,239,False,0.0,0,Knee injury - Expected back 12 Sep,2022-07-13T09:30:03.852560Z,45,0,0,0,443967.jpg,0,0,0.0,False,,i,11,2,0.0,0,128,11,444,20,0.0,0.0,Firpo,0,0.0
Crysencio,Summerville,0,0,,,450070,-1,1,-1,1,0.3,0,3,-0.3,-0.3,0,0.2,0,0,0.1,240,False,0.0,5,,,44,0,0,0,450070.jpg,0,0,0.2,False,,a,11,2,2.0,1,8538,1242,12301,783,0.0,0.2,Summerville,0,1.0
Lewis,Bate,0,0,0,0,450529,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,241,False,0.0,0,Season-long loan to Oxford United,2022-08-04T13:22:00.438950Z,45,0,0,0,450529.jpg,0,0,0.0,False,,u,11,2,0.0,0,0,0,1088,25,0.0,0.0,Bate,0,0.0
Joe,Gelhardt,0,0,100,100,462635,-1,1,-2,2,2.9,0,4,0.3,0.3,1,0.8,0,0,4.2,242,False,3.0,65,,2022-08-14T00:00:05.876097Z,53,0,0,0,462635.jpg,0,0,0.4,False,,a,11,2,35.0,4,9112,774,36003,2242,0.2,0.8,Gelhardt,0,1.0
Leo Fuhr,Hjelde,0,0,,,477547,0,0,0,0,0.0,0,2,-0.5,-0.5,0,0.0,0,0,0.0,243,False,0.0,0,,,40,0,0,0,477547.jpg,0,0,0.2,False,,a,11,2,0.0,0,3408,200,7931,564,0.0,0.0,Hjelde,0,0.0
Rasmus,Kristensen,0,0,,,224209,0,0,-1,1,47.7,0,2,1.7,1.7,1,2.2,5,0,16.4,244,False,75.6,450,,,49,0,0,0,224209.jpg,0,0,0.6,False,,a,11,2,41.0,11,22794,1896,29922,2477,0.4,2.2,Kristensen,2,2.2
Marc,Roca Junqué,0,0,,,234370,0,0,-1,1,61.6,0,3,1.3,1.3,2,1.8,4,0,15.9,245,False,80.2,368,,,49,0,0,0,234370.jpg,0,0,0.1,False,,a,11,2,17.0,9,2675,256,4886,294,0.4,1.8,Roca,1,1.8
Brenden,Aaronson,1,0,,,427637,0,0,0,0,106.7,0,3,2.9,2.9,5,3.4,5,1,30.7,246,False,91.4,412,,,55,0,0,0,427637.jpg,0,0,1.7,False,,a,11,2,108.0,17,119607,17517,64386,4215,0.6,3.1,Aaronson,2,3.4
Darko,Gyabi,0,0,,,470294,0,0,-1,1,0.0,0,3,-0.5,-0.5,0,0.0,0,0,0.0,247,False,0.0,0,,,44,0,0,0,470294.jpg,0,0,0.1,False,,a,11,2,0.0,0,11312,267,6932,577,0.0,0.0,Gyabi,0,0.0
Tyler,Adams,0,0,,,200785,0,0,0,0,58.5,0,3,1.3,1.3,1,1.8,5,0,15.9,506,False,89.4,450,,,50,0,0,0,200785.jpg,0,0,0.2,False,,a,11,2,11.0,9,11390,975,11475,925,0.4,1.8,Adams,2,1.8
Luis,Sinisterra Lucumí,0,3,100,100,224995,0,0,0,0,25.0,1,3,2.1,2.1,10,2.6,2,1,8.3,508,False,40.8,120,,2022-08-01T17:30:04.996007Z,65,0,0,0,224995.jpg,0,0,0.3,False,,a,11,2,18.0,13,18444,13641,12346,1323,0.4,2.0,Sinisterra,0,3.2
Cody,Drameh,0,0,,,433590,0,0,0,0,0.0,0,2,-0.5,-0.5,0,0.0,0,0,0.0,547,False,0.0,0,,,40,0,0,0,433590.jpg,0,0,0.1,False,,a,11,2,0.0,0,3559,235,4783,380,0.0,0.0,Drameh,0,0.0
Archie,Gray,0,0,,,547701,0,0,0,0,0.0,0,3,-0.5,-0.5,0,0.0,0,0,0.0,565,False,0.0,0,,,45,0,0,0,547701.jpg,0,0,0.1,False,,a,11,2,0.0,0,5560,330,4130,371,0.0,0.0,Gray,0,0.0
Joel,Robles,0,0,,,78315,0,0,0,0,0.0,0,1,-0.5,-0.5,0,0.0,0,0,0.0,578,False,0.0,0,,,40,0,0,0,78315.jpg,0,0,0.0,False,,a,11,2,0.0,0,2121,102,1101,111,0.0,0.0,Robles,0,0.0
James,Milner,1,0,,,15157,0,0,0,0,64.3,0,3,3.0,3.0,1,2.0,4,0,18.1,274,False,44.8,205,,,45,0,0,0,15157.jpg,0,0,1.3,False,,a,12,14,71.0,10,109809,4157,83223,6557,0.4,2.2,Milner,0,2.0
Jordan,Henderson,0,0,50,,56979,0,0,-1,1,80.7,0,3,1.4,2.8,2,1.8,5,0,15.3,275,False,45.0,314,Hamstring injury - 50% chance of playing,2022-08-31T22:30:06.648558Z,54,0,0,0,56979.jpg,0,0,0.9,False,,d,12,14,27.0,9,33122,1322,70791,5580,0.3,1.7,Henderson,0,1.8
Joel,Matip,0,0,100,75,60914,0,0,-1,1,1.8,0,2,1.2,0.9,0,0.2,2,0,3.2,276,False,30.4,90,,2022-08-13T07:30:06.354408Z,59,0,0,0,60914.jpg,0,0,0.9,False,,a,12,14,0.0,1,13230,814,168413,2455,0.0,0.2,Matip,0,1.0
Thiago,Alcántara do Nascimento,0,0,0,0,61558,0,0,-2,2,16.8,0,3,0.0,0.0,0,0.2,1,0,2.3,277,False,6.4,50,Hamstring injury - Expected back 10 Sep,2022-08-07T01:30:05.799195Z,53,0,0,0,61558.jpg,0,0,0.5,False,,i,12,14,0.0,1,9141,345,156047,2065,0.0,0.2,Thiago,0,1.0
Alex,Oxlade-Chamberlain,0,0,0,0,81880,0,0,-1,1,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,278,False,0.0,0,Hamstring injury - Unknown return date,2022-07-29T22:30:04.881961Z,49,0,0,0,81880.jpg,0,0,0.0,False,,i,12,14,0.0,0,116,10,698,28,0.0,0.0,Chamberlain,0,0.0
Roberto,Firmino,3,6,100,100,92217,0,0,0,0,95.2,1,4,7.8,7.8,9,6.8,4,3,53.0,279,True,191.0,298,,2022-08-16T00:30:06.283883Z,80,0,0,0,92217.jpg,0,0,3.5,False,,a,12,14,242.0,34,276029,39217,114242,20199,0.8,4.2,Firmino,0,8.5
Virgil,van Dijk,0,0,,,97032,0,0,0,0,22.6,1,2,4.6,4.6,2,3.6,6,1,20.7,280,False,114.4,450,,,65,0,0,0,97032.jpg,0,0,14.1,False,,a,12,14,70.0,18,219418,29412,436682,26271,0.6,2.8,Van Dijk,0,3.6
Alisson,Ramses Becker,0,0,,,116535,0,0,0,0,0.0,0,1,3.4,3.4,2,2.4,6,0,7.4,281,False,73.8,450,,,55,0,0,0,116535.jpg,0,8,15.7,False,,a,12,14,0.0,12,186651,14989,546159,37049,0.4,2.2,Alisson,0,2.4
Fabio Henrique,Tavares,0,0,,,116643,0,0,-1,1,45.3,0,3,2.8,2.8,2,1.8,3,0,12.4,282,False,53.4,359,,,54,0,0,0,116643.jpg,0,0,1.0,False,,a,12,14,26.0,9,45858,3449,71352,4444,0.3,1.7,Fabinho,0,1.8
Mohamed,Salah,3,5,,,118748,0,0,0,0,247.2,2,3,8.0,8.0,10,7.0,6,2,61.8,283,True,149.6,450,,,130,0,0,0,118748.jpg,0,0,53.2,False,,a,12,14,221.0,35,555122,42839,1085513,136517,0.5,2.7,Salah,0,7.0
Andrew,Robertson,1,0,,,122798,-1,1,-2,2,108.9,0,2,4.0,4.0,2,3.0,6,0,23.7,284,False,62.0,374,,,68,0,0,0,122798.jpg,0,0,7.6,False,,a,12,14,66.0,15,169850,15545,573376,35599,0.4,2.2,Robertson,0,3.0
Trent,Alexander-Arnold,1,3,,,169187,0,0,0,0,216.4,1,2,5.6,5.6,2,4.6,6,1,40.4,285,False,114.8,422,,,75,0,0,0,169187.jpg,0,0,49.2,False,,a,12,14,72.0,23,607655,71911,1132152,67848,0.6,3.1,Alexander-Arnold,1,4.6
Joseph,Gomez,0,0,,,171287,0,0,0,0,8.4,0,2,3.0,3.0,2,2.0,3,0,7.7,286,False,58.2,297,,,45,0,0,0,171287.jpg,0,0,0.6,False,,a,12,14,11.0,10,43683,4766,24875,2420,0.4,2.2,Gomez,0,2.5
Naby,Keita,0,0,0,0,175592,-1,1,-2,2,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,287,False,0.0,0,Muscle injury - Unknown return date,2022-08-23T08:30:05.948248Z,48,0,0,0,175592.jpg,0,0,0.1,False,,i,12,14,0.0,0,7448,27,13607,528,0.0,0.0,Keita,0,0.0
Diogo,Teixeira da Silva,0,0,50,0,194634,0,0,-1,1,0.0,0,4,0.5,0.0,0,0.0,0,0,0.0,288,False,0.0,0,Hamstring injury - 50% chance of playing,2022-07-15T16:30:04.902721Z,89,0,0,0,194634.jpg,0,0,0.3,False,,d,12,14,0.0,0,3768,173,35509,1080,0.0,0.0,Diogo Jota,0,0.0
Caoimhin,Kelleher,0,0,25,25,200720,0,0,0,0,0.0,0,1,0.2,0.2,0,0.0,0,0,0.0,289,False,0.0,0,Lack of match fitness - 25% chance of playing,2022-07-29T22:30:04.925323Z,40,0,0,0,200720.jpg,0,0,0.2,False,,d,12,14,0.0,0,1200,79,6135,359,0.0,0.0,Kelleher,0,0.0
Ibrahima,Konaté,0,0,0,0,204716,0,0,-2,2,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,290,False,0.0,0,Knock - Unknown return date,2022-08-01T00:00:04.608818Z,48,0,0,0,204716.jpg,0,0,0.2,False,,i,12,14,0.0,0,1916,108,40956,981,0.0,0.0,Konaté,0,0.0
Curtis,Jones,0,0,100,75,206915,0,0,-1,1,0.0,0,3,1.0,0.8,0,0.0,0,0,0.0,291,False,0.0,0,,2022-08-01T00:00:04.624957Z,49,0,0,0,206915.jpg,0,0,0.0,False,,a,12,14,0.0,0,151,54,692,21,0.0,0.0,Jones,0,0.0
Konstantinos,Tsimikas,2,0,100,100,214285,0,0,0,0,51.6,0,2,2.8,2.8,1,1.8,0,0,12.0,292,False,45.4,72,,2022-08-05T11:30:05.986957Z,45,0,0,0,214285.jpg,0,0,0.1,False,,a,12,14,22.0,9,5989,956,6917,609,0.4,2.0,Tsimikas,1,2.2
Luis,Díaz,0,4,,,244731,1,-1,2,-2,52.8,1,3,6.8,6.8,2,5.8,6,3,42.7,293,False,138.6,437,,,82,0,0,0,244731.jpg,0,0,29.5,False,,a,12,14,237.0,29,1478190,146287,637205,49351,0.7,3.5,Luis Díaz,1,5.8
Harvey,Elliott,0,2,,,444884,0,0,0,0,103.2,0,3,4.0,4.0,2,3.0,5,1,32.0,294,False,83.0,342,,,50,0,0,0,444884.jpg,0,0,1.0,False,,a,12,14,133.0,15,99726,16156,32855,4710,0.6,3.0,Elliott,0,3.0
Fábio,Freitas Gouveia Carvalho,1,0,,,244858,0,0,-1,1,9.7,0,3,4.6,4.6,6,3.6,0,2,19.2,296,False,76.0,104,,,54,0,0,0,244858.jpg,0,0,0.4,False,,a,12,14,110.0,18,29313,12945,19072,1757,0.7,3.3,Carvalho,0,3.6
Darwin,Núñez Ribeiro,1,1,100,0,447203,0,0,-1,1,21.7,0,4,2.4,0.0,0,1.4,2,1,22.1,297,False,53.2,95,,2022-08-16T00:30:06.350476Z,89,0,0,0,447203.jpg,1,0,6.7,False,,a,12,14,156.0,7,467070,39770,1819648,27142,0.2,0.8,Darwin,0,3.5
Calvin,Ramsay,0,0,50,0,489580,0,0,-1,1,0.0,0,2,0.5,0.0,0,0.0,0,0,0.0,298,False,0.0,0,Muscle injury - 50% chance of playing,2022-08-16T23:30:06.002110Z,39,0,0,0,489580.jpg,0,0,0.2,False,,d,12,14,0.0,0,4341,644,13565,737,0.0,0.0,Ramsay,0,0.0
Adrián,San Miguel del Castillo,0,0,,,60706,0,0,0,0,0.0,0,1,1.0,1.0,0,0.0,0,0,0.0,497,False,0.0,0,,,40,0,0,0,60706.jpg,0,0,0.7,False,,a,12,14,0.0,0,12765,614,23066,1538,0.0,0.0,Adrián,0,0.0
Rhys,Williams,0,0,0,0,219937,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,498,False,0.0,0,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,0,0,0,219937.jpg,0,0,0.0,False,,u,12,14,0.0,0,0,0,521,16,0.0,0.0,R.Williams,0,0.0
Ben,Davies,0,0,0,0,152898,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,499,False,0.0,0,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,0,0,0,152898.jpg,0,0,0.0,False,,u,12,14,0.0,0,0,0,422,8,0.0,0.0,Davies,0,0.0
Sepp,van den Berg,0,0,0,,444765,0,0,0,0,0.0,0,2,0.0,1.0,0,0.0,0,0,0.0,500,False,0.0,0,Season-long loan to Schalke 04,2022-08-31T07:21:56.075322Z,40,0,0,0,444765.jpg,0,0,0.3,False,,u,12,14,0.0,0,10688,87,16707,2890,0.0,0.0,Van den Berg,0,0.0
Nathaniel,Phillips,0,0,,,197464,0,0,0,0,1.4,0,2,1.4,1.4,0,0.4,1,0,3.4,501,False,15.0,62,,,40,0,0,0,197464.jpg,0,0,0.5,False,,a,12,14,18.0,2,34597,1177,26209,1960,0.1,0.5,Phillips,0,2.0
Luke,Chambers,0,0,,,462491,0,0,0,0,0.0,0,2,1.0,1.0,0,0.0,0,0,0.0,563,False,0.0,0,,,40,0,0,0,462491.jpg,0,0,0.1,False,,a,12,14,0.0,0,2797,250,2438,265,0.0,0.0,Chambers,0,0.0
Stefan,Bajcetic,0,0,,,535928,0,0,0,0,1.6,0,3,1.2,1.2,0,0.2,0,0,0.5,564,False,3.8,20,,,45,0,0,0,535928.jpg,0,0,0.0,False,,a,12,14,0.0,1,543,33,458,41,0.0,0.2,Bajcetic,0,1.0
Bobby,Clark,0,0,,,491970,0,0,0,0,0.3,0,3,1.2,1.2,0,0.2,0,0,0.2,584,False,0.0,7,,,45,0,0,0,491970.jpg,0,0,0.0,False,,a,12,14,2.0,1,364,43,249,49,0.0,0.2,Clark,0,1.0
Harvey,Davies,0,0,,,464353,0,0,0,0,0.0,0,1,1.0,1.0,0,0.0,0,0,0.0,592,False,0.0,0,,,40,0,0,0,464353.jpg,0,0,0.0,False,,a,12,14,0.0,0,249,51,157,43,0.0,0.0,H.Davies,0,0.0
Kyle,Walker,0,0,,,58621,0,0,1,-1,52.5,0,2,5.0,5.5,6,4.0,5,0,11.4,299,False,59.4,441,,,51,0,0,0,58621.jpg,0,0,13.0,False,,a,13,43,2.0,20,759820,48853,471153,37872,0.8,3.9,Walker,0,4.0
Ilkay,Gündogan,1,3,,,59859,0,0,1,-1,184.3,0,3,6.6,7.1,3,5.6,3,2,45.3,300,False,133.8,350,,,76,0,0,0,59859.jpg,0,0,5.6,False,,a,13,43,135.0,28,537102,23618,181105,29823,0.7,3.7,Gündogan,0,5.6
Kevin,De Bruyne,3,3,,,61366,0,0,2,-2,249.0,1,3,6.6,7.1,1,5.6,5,1,54.9,301,False,161.0,376,,,122,0,0,0,61366.jpg,0,0,25.6,False,,a,13,43,139.0,28,1255694,36232,560302,146826,0.5,2.3,De Bruyne,0,5.6
John,Stones,2,2,,,97299,0,0,-1,1,30.5,1,2,3.8,4.3,10,2.8,5,0,10.6,302,False,68.8,280,,,54,1,0,0,97299.jpg,0,0,2.1,False,,a,13,43,6.0,14,38346,8959,115980,4294,0.5,2.6,Stones,1,3.5
Riyad,Mahrez,1,0,,,103025,0,0,-3,3,97.5,0,3,3.0,3.5,4,2.0,2,0,18.0,303,False,23.4,187,,,77,0,0,0,103025.jpg,0,0,2.1,False,,a,13,43,59.0,10,63488,2911,411246,11850,0.3,1.3,Mahrez,0,2.5
Jack,Grealish,0,0,50,50,114283,0,0,-2,2,54.4,0,3,0.9,1.1,0,0.8,0,0,8.5,305,False,13.2,135,Knock - 50% chance of playing,2022-08-22T07:00:05.758441Z,68,0,0,0,114283.jpg,0,0,1.3,False,,d,13,43,18.0,4,83524,167,332821,7908,0.1,0.6,Grealish,0,2.0
João,Cancelo,1,4,,,121145,0,0,1,-1,77.5,2,2,7.2,7.7,12,6.2,5,1,22.0,306,True,91.6,397,,,71,0,0,0,121145.jpg,0,0,45.6,False,,a,13,43,52.0,31,907396,123078,746097,44393,0.9,4.4,Cancelo,2,6.2
Ederson,Santana de Moraes,0,1,,,121160,0,0,0,0,0.0,0,1,5.2,5.7,6,4.2,5,0,5.8,307,False,57.6,450,,,55,0,0,0,121160.jpg,0,6,17.7,False,,a,13,43,0.0,21,506022,32717,461483,37619,0.8,3.8,Ederson,0,4.2
Nathan,Aké,0,1,50,0,126184,0,0,0,0,3.9,0,2,1.9,0.0,0,2.8,0,0,9.0,308,False,44.0,200,Groin Injury - 50% chance of playing,2022-08-22T07:00:05.769797Z,50,0,0,0,126184.jpg,0,0,0.9,False,,d,13,43,42.0,14,159743,191,188097,9575,0.6,2.8,Aké,0,4.7
