first_name,second_name,assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,form,goals_conceded,goals_scored,ict_index,idx,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,red_cards,saves,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,points_per_game
Craig,Dawson,0,0,50,50,60232,0,0,-2,2,0.0,0,2,-0.2,-0.2,0,0.0,0,0,0.0,459,False,0.0,0,Thigh injury - 50% chance of playing,2022-08-08T11:00:05.520178Z,48,0,0,0,60232.jpg,0,0,0.2,False,,d,19,21,0.0,0,1495,26,23766,809,0.0,0.0,Dawson,0,0.0
Manuel,Lanzini,0,0,,,86934,-1,1,-2,2,3.7,0,3,0.1,0.1,0,0.6,1,0,2.1,460,False,2.6,92,,,53,0,0,0,86934.jpg,0,0,0.2,False,,a,19,21,16.0,3,8926,294,21510,1024,0.1,0.6,Lanzini,0,1.0
Kurt,Zouma,0,3,,,103192,0,0,0,0,1.7,0,2,2.5,2.5,2,3.0,6,0,12.9,461,False,81.0,450,,,45,0,0,0,103192.jpg,0,0,1.3,False,,a,19,21,46.0,15,36715,3044,57003,2756,0.7,3.3,Zouma,0,3.0
Arthur,Masuaku,0,0,0,0,105717,0,0,0,0,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,462,False,0.0,0,Season-long loan to Beşiktaş,2022-08-04T13:23:33.173680Z,45,0,0,0,105717.jpg,0,0,0.0,False,,u,19,21,0.0,0,0,0,1884,31,0.0,0.0,Masuaku,0,0.0
Vladimir,Coufal,0,0,100,100,164555,0,0,-1,1,61.2,0,2,1.9,1.9,2,2.4,6,0,12.5,463,False,52.8,411,,2022-08-22T07:00:05.882577Z,44,0,0,0,164555.jpg,0,0,0.7,False,,a,19,21,11.0,12,31853,1268,63268,1851,0.5,2.7,Coufal,0,2.4
Saïd,Benrahma,0,0,,,172841,0,0,-2,2,104.5,0,3,1.1,1.1,2,1.6,5,0,22.5,464,False,43.8,308,,,58,0,0,0,172841.jpg,0,0,1.2,False,,a,19,21,76.0,8,65918,1736,165627,6871,0.3,1.4,Benrahma,0,1.6
Jarrod,Bowen,0,0,,,178186,0,0,-3,3,48.5,0,3,1.7,1.7,2,2.2,6,0,19.4,465,False,35.6,444,,,82,0,0,0,178186.jpg,0,0,2.8,False,,a,19,21,110.0,11,82643,1973,421797,17329,0.3,1.3,Bowen,0,2.2
Nikola,Vlasic,0,0,0,0,180151,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,466,False,0.0,0,Season-long loan to Torino,2022-08-12T14:25:41.236745Z,50,0,0,0,180151.jpg,0,0,0.0,False,,u,19,21,0.0,0,221,0,3097,54,0.0,0.0,Vlasic,0,0.0
Declan,Rice,1,1,,,204480,0,0,-1,1,68.7,0,3,1.9,1.9,3,2.4,6,0,22.2,467,False,106.2,450,,,49,0,1,0,204480.jpg,0,0,4.5,False,,a,19,21,47.0,12,120354,7384,283061,13547,0.5,2.4,Rice,1,2.4
Tomas,Soucek,0,3,,,215439,0,0,-1,1,19.9,1,3,3.3,3.3,10,3.8,6,1,28.0,468,False,109.6,450,,,54,0,0,0,215439.jpg,0,0,1.1,False,,a,19,21,151.0,19,24252,3606,83953,2868,0.7,3.5,Soucek,0,3.8
Pablo,Fornals Malla,0,3,,,217593,0,0,-1,1,72.0,1,3,3.3,3.3,2,3.8,5,1,19.2,469,False,77.8,393,,,54,0,0,0,217593.jpg,0,0,0.9,False,,a,19,21,42.0,19,32896,3022,81079,3141,0.7,3.5,Fornals,0,3.8
Ben,Johnson,0,0,75,75,222018,0,0,0,0,15.7,0,2,0.4,0.4,0,1.0,3,0,6.2,471,False,45.6,217,Knock - 75% chance of playing,2022-08-28T19:00:06.452153Z,45,0,0,0,222018.jpg,0,0,0.1,False,,d,19,21,0.0,5,2887,11,6548,608,0.2,1.1,Johnson,0,1.2
Nayef,Aguerd,0,0,0,0,210494,0,0,-1,1,0.0,0,2,0.0,0.0,0,0.0,0,0,0.0,472,False,0.0,0,Ankle injury - Unknown return date,2022-08-01T17:30:04.948524Z,49,0,0,0,210494.jpg,0,0,0.0,False,,i,19,21,0.0,0,575,26,6139,148,0.0,0.0,Aguerd,0,0.0
Alphonse,Areola,0,0,,,84182,0,0,-1,1,0.0,0,1,-0.3,-0.3,0,0.2,2,0,0.0,473,False,0.0,61,,,44,0,0,0,84182.jpg,0,0,1.2,False,,a,19,21,0.0,1,29991,1281,62326,3277,0.0,0.2,Areola,0,1.0
Flynn,Downes,0,0,,,220585,0,0,-1,1,0.0,0,3,-0.3,-0.3,0,0.2,0,0,0.0,509,False,0.0,1,,,44,0,0,0,220585.jpg,0,0,0.3,False,,a,19,21,0.0,1,9137,1076,17707,1033,0.0,0.2,Downes,0,1.0
Gianluca,Scamacca,0,0,75,100,195899,-1,1,-2,2,24.6,0,4,0.4,0.5,0,1.0,2,0,6.3,529,False,11.8,146,Illness - 75% chance of playing,2022-08-31T23:00:07.020885Z,68,0,0,0,195899.jpg,0,0,0.6,False,,d,19,21,27.0,5,30077,531,87740,6013,0.1,0.7,Scamacca,0,1.2
Emerson,Palmieri dos Santos,0,0,,,109533,0,0,0,0,2.3,0,2,-0.3,-0.3,0,0.2,0,0,0.6,545,False,0.4,50,,,40,0,0,0,109533.jpg,0,0,0.9,False,,a,19,21,4.0,1,59558,7032,27891,2806,0.0,0.2,Emerson,1,0.5
Harrison,Ashby,0,0,,,441024,0,0,0,0,0.0,0,2,-0.5,-0.5,0,0.0,0,0,0.0,555,False,0.0,0,,,40,0,0,0,441024.jpg,0,0,0.3,False,,a,19,21,0.0,0,15949,645,14760,1105,0.0,0.0,Ashby,0,0.0
Conor,Coventry,0,0,,,222017,0,0,-1,1,0.0,0,3,-0.3,-0.3,0,0.2,0,0,0.0,556,False,0.0,1,,,44,0,0,0,222017.jpg,0,0,0.1,False,,a,19,21,0.0,1,5158,1010,7063,454,0.0,0.2,Coventry,0,1.0
Darren,Randolph,0,0,,,32259,0,0,0,0,0.0,0,1,-0.5,-0.5,0,0.0,0,0,0.0,571,False,0.0,0,,,40,0,0,0,32259.jpg,0,0,0.1,False,,a,19,21,0.0,0,7149,300,3761,315,0.0,0.0,Randolph,0,0.0
Armstrong,Oko-Flex,0,0,0,,248865,0,0,-1,1,0.0,0,3,0.0,-0.5,0,0.0,0,0,0.0,572,False,0.0,0,Season-long loan to Swansea City,2022-08-31T15:03:29.393055Z,44,0,0,0,248865.jpg,0,0,0.1,False,,u,19,21,0.0,0,6413,258,4512,791,0.0,0.0,Oko-Flex,0,0.0
Maxwel,Cornet,0,0,,,149519,0,0,-1,1,2.8,0,3,0.0,0.0,0,0.5,0,0,0.4,575,False,2.0,20,,,59,0,0,0,149519.jpg,0,0,0.1,False,,a,19,21,0.0,2,11315,308,9227,723,0.1,0.3,Cornet,0,1.0
Thilo,Kehrer,0,0,,,201057,0,0,0,0,6.4,0,2,1.5,1.5,0,2.0,3,0,3.2,588,False,25.2,270,,,45,1,0,0,201057.jpg,0,0,0.1,False,,a,19,21,0.0,6,3683,566,1349,292,0.4,1.3,Kehrer,1,2.0
Lucas,Tolentino Coelho de Lima,0,0,,,224024,0,0,0,0,1.7,0,3,1.7,1.7,0,0.0,0,0,0.6,603,False,2.4,23,,,60,0,0,0,224024.jpg,0,0,0.3,False,,a,19,21,2.0,0,31194,24024,2723,2241,0.0,0.0,Paquetá,1,0.0
Willy,Boly,0,0,100,100,90585,0,0,-2,2,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,474,False,0.0,0,,2022-08-24T16:30:06.275717Z,43,0,0,0,90585.jpg,0,0,0.2,False,,a,20,39,0.0,0,3437,364,14959,623,0.0,0.0,Boly,0,0.0
Raúl,Jiménez,0,0,100,100,102057,0,0,-1,1,25.2,0,4,1.0,1.5,2,1.0,2,0,14.0,476,False,11.4,211,,2022-07-27T18:30:06.226375Z,69,0,0,0,102057.jpg,0,0,0.6,False,,a,20,39,104.0,5,50627,2535,33395,7126,0.1,0.7,Jiménez,0,1.7
Jonathan,Castro Otto,0,0,,,114128,0,0,-1,1,27.8,0,2,3.4,3.9,6,3.4,4,0,14.7,477,False,76.2,437,,,44,0,0,0,114128.jpg,0,0,0.6,False,,a,20,39,43.0,17,24555,5803,27548,1624,0.8,3.9,Jonny,0,3.4
José,Malheiro de Sá,0,3,,,149065,0,0,0,0,0.0,1,1,5.8,6.3,6,5.8,4,0,14.8,478,False,148.2,450,,,50,0,0,1,149065.jpg,0,16,5.1,False,,a,20,39,0.0,29,194439,17983,126905,8407,1.2,5.8,Sá,0,5.8
Leander,Dendoncker,0,0,,,151589,0,0,-1,1,29.0,0,3,1.4,1.9,0,1.4,3,0,10.9,479,False,38.8,213,,,49,0,0,0,151589.jpg,0,0,0.1,False,,a,20,39,41.0,7,4964,153,9714,586,0.3,1.4,Dendoncker,0,1.8
Rúben,da Silva Neves,0,5,,,171317,0,0,0,0,82.9,1,3,4.0,4.5,2,4.0,4,1,29.1,480,False,165.4,450,,,55,0,0,0,171317.jpg,0,0,2.3,False,,a,20,39,43.0,20,116813,15676,87486,6785,0.7,3.6,Neves,2,4.0
Hwang,Hee-chan,1,0,,,184754,0,0,-2,2,29.6,0,3,1.6,2.1,0,1.6,3,0,12.2,481,False,32.2,156,,,58,0,0,0,184754.jpg,0,0,0.3,False,,a,20,39,59.0,8,22368,275,43520,1777,0.3,1.4,Hwang,0,2.0
Nélson,Cabral Semedo,0,0,100,100,200402,0,0,0,0,44.8,0,2,0.8,1.3,1,0.8,1,0,11.1,482,False,56.2,180,,2022-07-05T15:30:04.254473Z,50,0,0,0,200402.jpg,0,0,0.2,False,,a,20,39,10.0,4,16002,2702,6696,1418,0.2,0.8,Semedo,1,1.0
Daniel,Castelo Podence,0,3,,,200600,0,0,0,0,103.9,0,3,3.0,3.5,1,3.0,3,1,23.2,483,False,55.4,260,,,55,0,0,0,200600.jpg,0,0,1.2,False,,a,20,39,72.0,15,147613,722,149077,8271,0.5,2.7,Podence,1,3.0
Max,Kilman,0,4,100,100,214048,0,0,0,0,5.9,1,2,4.2,4.7,9,4.2,4,0,13.1,484,False,115.4,450,,2022-07-05T15:30:04.265873Z,45,0,0,0,214048.jpg,0,0,1.0,False,,a,20,39,10.0,21,41549,9518,29184,1915,0.9,4.7,Kilman,0,4.2
Luke,Cundle,0,0,0,,245923,0,0,-1,1,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,485,False,0.0,0,Season-long loan to Swansea,2022-08-31T07:23:37.486082Z,44,0,0,0,245923.jpg,0,0,0.4,False,,u,20,39,0.0,0,19628,231,25813,3889,0.0,0.0,Cundle,0,0.0
Pedro,Lomba Neto,0,0,,,247632,-1,1,-3,3,152.1,0,3,2.4,2.9,3,2.4,3,0,33.3,486,False,45.6,411,,,52,0,0,0,247632.jpg,0,0,7.2,False,,a,20,39,135.0,12,163176,9042,961122,36300,0.5,2.3,Neto,1,2.4
Rayan,Aït-Nouri,0,0,,,448514,0,0,-1,1,69.4,0,2,1.4,1.9,1,1.4,3,0,15.3,487,False,46.6,280,,,44,1,0,0,448514.jpg,0,0,1.4,False,,a,20,39,37.0,7,45972,1523,94504,7166,0.3,1.6,Aït-Nouri,1,1.8
Fabio,Silva,0,0,0,0,449988,0,0,0,0,0.0,0,4,0.0,0.0,0,0.0,0,0,0.0,488,False,0.0,0,Joined Anderlecht on loan - Expected back 01 Jul,2022-07-19T23:00:04.338024Z,55,0,0,0,449988.jpg,0,0,0.0,False,,u,20,39,0.0,0,0,0,2776,68,0.0,0.0,Fabio Silva,0,0.0
Toti António,Gomes,0,0,,,510362,0,0,0,0,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,489,False,0.0,0,,,40,0,0,0,510362.jpg,0,0,0.8,False,,a,20,39,0.0,0,20938,623,33502,2209,0.0,0.0,Toti,0,0.0
Francisco Jorge,Tomás Oliveira,0,0,0,0,510363,0,0,0,0,0.0,0,3,0.0,0.0,0,0.0,0,0,0.0,490,False,0.0,0,Knee injury - Expected back 07 Jan,2022-07-11T11:30:03.644676Z,50,0,0,0,510363.jpg,0,0,0.0,False,,i,20,39,0.0,0,175,7,246,15,0.0,0.0,Chiquinho,0,0.0
Adama,Traoré Diarra,0,0,100,100,159533,0,0,0,0,8.1,0,3,0.6,1.1,1,0.6,0,0,1.6,491,False,5.2,45,,2022-08-01T17:30:04.977830Z,55,0,0,0,159533.jpg,0,0,0.2,False,,a,20,39,2.0,3,8997,1045,14051,1157,0.1,0.5,Adama,0,1.0
Matija,Šarkić,0,0,,,216208,0,0,0,0,0.0,0,1,0.0,0.5,0,0.0,0,0,0.0,492,False,0.0,0,,,40,0,0,0,216208.jpg,0,0,2.0,False,,a,20,39,0.0,0,15182,540,35282,2667,0.0,0.0,Šarkić,0,0.0
Yerson,Mosquera Valdelamar,0,0,,,501837,0,0,0,0,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,494,False,0.0,0,,,40,0,0,0,501837.jpg,0,0,0.7,False,,a,20,39,0.0,0,8855,202,26852,1739,0.0,0.0,Mosquera,0,0.0
João Filipe Iria,Santos Moutinho,0,0,100,100,19624,0,0,-1,1,106.1,0,3,1.2,1.7,3,1.2,1,0,19.2,503,False,51.0,237,,2022-08-07T11:30:07.306530Z,49,0,0,0,19624.jpg,0,0,0.6,False,,a,20,39,34.0,6,6835,808,121856,1657,0.2,1.2,Moutinho,0,2.0
Nathan,Collins,0,3,,,432830,0,0,0,0,26.7,0,2,3.8,4.3,7,3.8,4,0,12.3,516,False,90.6,450,,,45,0,0,0,432830.jpg,0,0,0.5,False,,a,20,39,6.0,19,29625,3283,15926,1129,0.8,4.2,Collins,1,3.8
Jackson,Smith,0,0,,,246799,0,0,0,0,0.0,0,1,0.0,0.5,0,0.0,0,0,0.0,557,False,0.0,0,,,40,0,0,0,246799.jpg,0,0,0.8,False,,a,20,39,0.0,0,20361,545,18428,1417,0.0,0.0,Smith,0,0.0
Hugo,Bueno López,0,0,,,490721,0,0,0,0,0.0,0,2,0.0,0.5,0,0.0,0,0,0.0,558,False,0.0,0,,,40,0,0,0,490721.jpg,0,0,0.8,False,,a,20,39,0.0,0,34352,742,31235,2418,0.0,0.0,Bueno,0,0.0
Joseph,Hodge,0,0,,,240299,0,0,0,0,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,566,False,0.0,0,,,45,0,0,0,240299.jpg,0,0,0.0,False,,a,20,39,0.0,0,2819,153,2447,161,0.0,0.0,Hodge,0,0.0
Connor,Ronan,0,0,,,198842,0,0,-1,1,0.0,0,3,0.0,0.5,0,0.0,0,0,0.0,567,False,0.0,0,,,44,0,0,0,198842.jpg,0,0,0.1,False,,a,20,39,0.0,0,9827,2958,5910,732,0.0,0.0,Ronan,0,0.0
Chem,Campbell,0,0,,,461026,0,0,-1,1,0.0,0,3,0.2,0.7,0,0.2,0,0,0.0,568,False,0.0,5,,,44,0,0,0,461026.jpg,0,0,0.4,False,,a,20,39,0.0,1,35871,7772,20064,2184,0.0,0.2,Campbell,0,1.0
Gonçalo Manuel,Ganchinho Guedes,1,1,,,181284,0,0,0,0,66.1,0,3,3.2,3.7,3,3.2,1,0,14.9,579,False,28.6,268,,,60,0,0,0,181284.jpg,0,0,0.6,False,,a,20,39,55.0,13,73957,5832,22624,4726,0.5,2.2,Guedes,0,3.2
Matheus Luiz,Nunes,0,0,,,465351,0,0,0,0,39.5,0,3,2.3,2.8,3,2.3,2,0,11.4,589,False,19.8,254,,,50,0,0,0,465351.jpg,0,0,0.2,False,,a,20,39,55.0,7,25453,1135,7097,1063,0.5,1.4,Matheus,0,2.3
